Title,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes
Western Legends ,2018,10317,7.61385,7.21547,1.40312,2.8308,260,20886,3,5,4,4,223
Lewis & Clark: The Expedition ,2013,15163,7.45514,7.21288,1.29566,3.3333,741,39087,1,4,3,3,348
Tapestry ,2019,18846,7.44477,7.21261,1.62327,2.9237,708,93677,1,4,3,3,385
Clash of Cultures: Monumental Edition ,2021,3102,8.40617,7.2114,1.32734,3.65,160,7241,2,4,3,4,95
Endless Winter: Paleoamericans ,2022,6421,7.82063,7.21117,1.34849,3.2719,342,17447,1,4,3,3,200
Clank!: Catacombs ,2022,3111,8.34287,7.20898,1.13002,2.5278,72,11694,1,4,3,3,58
Darwin's Journey ,2023,3595,8.227,7.2086,1.30161,3.8381,278,11228,1,4,3,3,150
Bora Bora ,2013,10032,7.55916,7.20731,1.34088,3.7327,636,25039,2,4,4,4,226
Arcadia Quest ,2014,10263,7.62277,7.20075,1.50438,2.5304,345,27261,2,4,4,4,182
Kingdomino ,2016,44715,7.3169,7.19935,1.12555,1.2201,995,346428,2,4,2,2,648
7 Wonders (Second Edition) ,2020,5887,7.87828,7.19809,1.26918,2.2972,212,25982,3,7,4,5,120
Revive ,2022,3550,8.19441,7.19752,1.19272,3.4069,204,12416,1,4,3,3,131
Battle Line ,2000,17115,7.41319,7.19242,1.26434,1.8949,1208,96970,2,2,2,2,186
Rococo ,2013,8761,7.58471,7.19215,1.16171,3.0856,432,19882,2,5,3,3,166
Forgotten Waters ,2020,5444,7.85783,7.19057,1.39934,2.1143,105,11721,2,7,5,5,134
Dixit: Odyssey ,2011,20265,7.40828,7.18746,1.34569,1.1707,615,40483,4,12,6,6,208
Seasons ,2012,24291,7.3597,7.18713,1.37612,2.781,968,92860,2,3,2,2,524
Ethnos ,2017,12898,7.4664,7.18517,1.21478,2.0235,255,42176,2,6,4,4,207
Anno 1800 ,2020,6119,7.75563,7.18252,1.16034,3.1538,221,19197,2,4,3,3,134
The Manhattan Project: Energy Empire ,2016,5954,7.75348,7.18067,1.16368,3.0427,164,17723,1,5,4,4,112
Cryptid ,2018,13148,7.45916,7.17984,1.28025,2.2326,258,64249,3,5,4,4,194
Imperial ,2006,8686,7.59843,7.1793,1.51008,3.5645,976,16737,3,6,4,4,290
Hive ,2000,35638,7.31781,7.17917,1.32978,2.319,1787,193211,2,2,2,2,310
Power Grid Deluxe: Europe/North America ,2014,4323,7.95701,7.17194,1.27114,3.1957,138,6728,2,6,4,5,52
Navegador ,2010,9049,7.53898,7.17041,1.18208,3.0855,573,20523,2,5,4,4,202
Indonesia ,2005,4529,7.8845,7.16981,1.5201,3.9886,440,10697,3,5,4,4,142
Dungeon Petz ,2011,14526,7.41282,7.16894,1.37063,3.6246,706,27422,2,4,4,4,221
Marvel United ,2020,8985,7.61361,7.16755,1.37109,1.813,230,64933,1,4,3,3,157
Cthulhu Wars ,2015,5768,7.86627,7.1673,1.62411,3.1465,273,15788,3,4,4,4,148
Star Realms: Frontiers ,2018,4706,7.94702,7.16382,1.18189,1.8667,105,26990,1,4,2,2,83
Age of Empires III: The Age of Discovery ,2007,10200,7.51583,7.16277,1.36517,3.1258,1057,21937,3,5,4,5,329
Dice Throne: Season Two – Battle Chest ,2018,4137,8.0886,7.16182,1.36766,2.1408,71,14783,2,4,2,2,47
Monikers ,2015,5555,7.77985,7.1605,1.46425,1.0833,72,18180,4,12,6,6,40
Space Alert ,2008,15840,7.3999,7.1597,1.57519,2.9691,808,63798,3,5,4,5,347
Telestrations ,2009,17029,7.38731,7.15936,1.38272,1.069,435,66356,5,8,8,8,208
Onitama ,2014,20971,7.35842,7.15916,1.23939,1.6588,340,101497,2,2,2,2,131
Nemo's War (Second Edition) ,2017,5013,7.85841,7.15624,1.34793,3.2658,237,12980,1,1,1,1,158
Blood on the Clocktower ,2022,3682,8.33616,7.15574,2.02151,2.9448,145,29605,6,16,8,12,124
Imperial Settlers ,2014,23899,7.33041,7.15469,1.30592,2.7682,893,84954,1,4,2,2,491
Fury of Dracula (Third/Fourth Edition) ,2015,14078,7.44117,7.1527,1.43935,3.277,343,17372,2,5,3,3,247
Glass Road ,2013,11148,7.45458,7.15237,1.20894,2.9512,553,41430,1,4,2,2,270
Oath: Chronicles of Empire and Exile ,2021,6068,7.82783,7.14649,1.79529,4.0934,514,13551,3,5,4,4,210
Summoner Wars: Master Set ,2011,10929,7.48526,7.14467,1.48621,2.5223,404,31717,2,2,2,2,112
Imperial 2030 ,2009,6627,7.65547,7.14325,1.47491,3.5038,391,10567,3,6,4,4,179
Bitoku ,2021,4850,7.88249,7.14047,1.33598,3.7301,289,13460,1,4,3,3,151
Runewars ,2010,8273,7.61522,7.13959,1.51992,3.791,646,11453,2,4,4,4,242
Alien Frontiers ,2010,15054,7.36858,7.13858,1.3158,2.5667,854,41643,2,4,3,4,311
Arkham Horror (Third Edition) ,2018,8548,7.69906,7.13718,1.54381,3.3449,287,23090,1,4,3,3,216
Century: Spice Road ,2017,24241,7.31581,7.13639,1.22889,1.7935,586,109090,2,5,3,4,288
Return to Dark Tower ,2022,3316,8.29841,7.13591,1.48595,2.6333,90,10457,1,4,4,4,68
Aeon's End: The New Age ,2019,2444,8.55733,7.13589,1.21236,2.9298,57,12766,1,4,2,2,59
Heaven & Ale ,2017,8233,7.54795,7.13573,1.17353,3.2101,276,26643,2,4,4,4,173
The King's Dilemma ,2019,5244,7.80481,7.13444,1.6318,2.2391,138,36543,4,5,5,5,128
Kemet: Blood and Sand ,2021,3920,8.02081,7.13363,1.31626,3.2261,115,6091,2,5,4,4,81
Tikal ,1999,19735,7.32881,7.13347,1.19217,2.7834,1556,36981,2,4,4,4,322
Bruges ,2013,11453,7.42715,7.13324,1.27386,2.7486,549,41765,2,4,3,3,175
Survive: Escape from Atlantis! ,1982,24994,7.31596,7.13281,1.19827,1.6967,1022,72219,2,4,4,4,404
Great Western Trail: Argentina ,2022,2379,8.51582,7.13242,1.17907,3.898,98,7723,1,4,3,3,59
Exit: The Game – The Abandoned Cabin ,2016,11016,7.44107,7.132,1.32701,2.5482,166,9873,1,4,2,2,166
Antiquity ,2004,4362,7.85967,7.13129,1.52757,4.3134,402,8907,2,4,2,3,103
Tiny Epic Galaxies ,2015,19725,7.3418,7.12984,1.20444,2.1522,506,66460,1,4,3,3,293
Love Letter ,2012,65411,7.2247,7.12847,1.34816,1.1866,2792,354451,3,4,4,4,1075
For Sale ,1997,29443,7.24731,7.1255,1.15616,1.2539,1686,184543,3,6,5,5,414
Bunny Kingdom ,2017,11696,7.43993,7.12497,1.2372,2.3077,234,46414,2,4,4,4,192
Burgle Bros. ,2015,10925,7.45083,7.12398,1.19425,2.3145,283,40631,1,4,3,3,195
Lost Cities ,1999,44502,7.22462,7.12397,1.2671,1.4809,3084,331241,2,2,2,2,414
Acquire ,1964,19801,7.33417,7.12264,1.33807,2.5,1648,41977,3,6,4,4,348
Dead of Winter: The Long Night ,2016,9599,7.54396,7.12228,1.39227,3.3568,185,10640,3,5,4,4,111
Awkward Guests: The Walton Case ,2016,7458,7.59816,7.12157,1.30309,2.3188,160,25214,2,6,4,4,190
Destinies ,2021,7240,7.77588,7.12102,1.52903,1.9005,201,17451,1,3,2,2,162
Above and Below ,2015,15590,7.37495,7.12014,1.27114,2.5242,414,33926,2,4,3,3,180
Small World ,2009,69536,7.21657,7.11822,1.29906,2.3483,3422,158948,2,5,4,4,1033
Lords of Hellas ,2018,7033,7.69589,7.11796,1.47937,3.3348,227,12313,2,4,4,4,145
Arboretum ,2015,19216,7.30929,7.11729,1.24592,2.1421,549,71250,2,4,2,2,343
The Great Zimbabwe ,2012,4516,7.8241,7.11519,1.49538,3.688,250,16375,2,5,4,4,124
Bonfire ,2020,5885,7.69124,7.11431,1.24825,3.6397,297,18921,1,4,3,3,149
Nusfjord ,2017,6059,7.64562,7.1129,1.19605,2.8406,207,29912,1,5,1,1,172
Merchants & Marauders ,2010,13938,7.39586,7.111,1.48572,3.2456,847,24640,2,4,4,4,326
BattleLore: Second Edition ,2013,6263,7.68422,7.10919,1.3574,2.702,302,13612,2,2,2,2,80
Dungeon Lords ,2009,13764,7.36564,7.10901,1.43327,3.5669,949,24708,2,4,4,4,316
Tekhenu: Obelisk of the Sun ,2020,5366,7.73506,7.10888,1.31009,4.055,436,15564,1,4,3,3,167
Bärenpark ,2017,17805,7.31075,7.10824,1.08333,1.6618,408,79490,2,4,4,4,218
Neuroshima Hex! 3.0 ,2006,14762,7.39178,7.10795,1.39718,2.6147,872,71818,2,4,2,2,371
Sid Meier's Civilization: The Board Game ,2010,15635,7.37816,7.1074,1.50299,3.8968,1134,22649,2,4,4,4,358
Mind MGMT: The Psychic Espionage “Game.” ,2021,3814,8.01305,7.10727,1.2794,2.8958,96,14751,1,5,2,3,138
Mission: Red Planet (Second Edition) ,2015,10984,7.41434,7.10595,1.18667,2.2099,262,21324,3,6,4,4,164
The King Is Dead: Second Edition ,2020,5866,7.67439,7.1052,1.16549,2.1207,174,16039,2,4,3,3,160
Long Shot: The Dice Game ,2022,5529,7.69279,7.10488,1.15651,1.9196,112,22094,1,8,4,6,106
Letters from Whitechapel ,2011,15657,7.35418,7.10231,1.36139,2.646,644,26645,2,6,2,2,418
Chinatown ,1999,10783,7.41753,7.10107,1.34717,2.25,536,21950,4,5,5,5,179
Dixit ,2008,61710,7.21067,7.10053,1.38435,1.2008,2281,165922,4,8,5,6,783
Mysterium ,2015,41463,7.23336,7.09512,1.38272,1.8999,889,105539,3,7,5,6,428
Harry Potter: Hogwarts Battle ,2016,17762,7.38349,7.09389,1.39634,2.0699,386,108835,2,4,2,2,324
Takenoko ,2011,42882,7.22504,7.09351,1.19569,1.9757,1522,147517,2,4,3,3,433
Star Wars: Armada ,2015,5354,7.82524,7.09225,1.48342,3.16,225,12948,2,2,2,2,58
Hannibal: Rome vs. Carthage ,1996,4950,7.78147,7.09206,1.52219,3.4538,584,7953,2,2,2,2,99
Innovation ,2010,17835,7.29095,7.08966,1.60958,2.7606,944,129598,2,3,2,2,527
Ghost Stories ,2008,20950,7.27602,7.08892,1.42329,2.9039,1041,67251,1,4,4,4,375
Agricola: All Creatures Big and Small ,2012,13513,7.34414,7.08876,1.22441,2.3492,590,45307,2,2,2,2,135
The Resistance ,2009,39904,7.22551,7.08803,1.47175,1.5949,1543,162120,5,10,7,7,484
51st State: Master Set ,2016,6611,7.61057,7.08739,1.30689,2.8957,230,22000,1,4,2,2,170
Gizmos ,2018,11614,7.39115,7.08707,1.14566,2.0095,210,68956,2,4,3,3,127
Altiplano ,2017,8767,7.48024,7.08554,1.26595,3.2997,297,26055,2,4,3,3,168
Imperium: Classics ,2021,5557,7.72332,7.08359,1.41756,3.5646,294,24192,1,2,1,2,283
Ginkgopolis ,2012,7423,7.50798,7.08343,1.277,2.9072,388,31481,1,4,2,3,205
Skull King ,2013,8450,7.50196,7.08266,1.327,1.69,200,58577,3,6,5,6,147
Mage Wars Arena ,2012,7811,7.58803,7.0812,1.61511,3.6816,534,15434,2,2,2,2,149
San Juan ,2004,23506,7.23458,7.07629,1.17761,2.2858,2061,102635,2,4,3,3,352
Tiletum ,2022,3662,7.97992,7.07602,1.18242,3.4082,196,11322,1,3,2,3,171
Raiders of Scythia ,2020,4756,7.7872,7.0745,1.18256,2.7167,180,12311,1,4,3,3,157
Blood Bowl: Team Manager – The Card Game ,2011,11220,7.38916,7.07448,1.31598,2.3333,627,26273,2,4,4,4,233
Newton ,2018,6517,7.56539,7.07322,1.21026,3.3887,247,22138,1,4,3,3,147
Furnace ,2020,9090,7.43148,7.07212,1.12165,2.269,197,26841,2,4,3,4,135
Love Letter ,2019,7960,7.52406,7.07084,1.3006,1.1333,165,31217,3,6,4,4,144
Notre Dame ,2007,13176,7.3188,7.06961,1.20578,2.742,1151,42429,2,5,3,4,261
Carpe Diem ,2018,7215,7.52227,7.06868,1.17383,2.5084,238,30584,2,4,3,3,143
Gùgōng ,2018,8475,7.4593,7.06836,1.21855,3.0817,367,21893,1,5,3,3,227
Abyss ,2014,14076,7.32553,7.06686,1.26055,2.3226,499,42845,2,4,4,4,227
The Pillars of the Earth ,2006,17629,7.26883,7.06637,1.18815,2.815,1411,31073,2,4,4,4,316
At the Gates of Loyang ,2009,10980,7.36436,7.06577,1.27513,3.1159,647,38079,1,4,2,2,428
So Clover! ,2021,5948,7.58598,7.06146,1.16544,1.098,102,54979,2,6,3,4,113
Twice as Clever! ,2019,8297,7.45477,7.05963,1.16247,2.3082,159,82736,1,4,2,2,122
Pandemic: Fall of Rome ,2018,5762,7.63415,7.05872,1.14847,2.4296,135,16142,1,5,3,3,98
Flamecraft ,2022,9382,7.49603,7.05858,1.34019,2.1986,282,28213,1,5,3,3,165
Evolution: Climate ,2016,7715,7.51631,7.05576,1.29928,2.7593,162,15236,2,6,4,4,119
Maria ,2009,3410,7.98483,7.05573,1.42557,3.5621,290,6324,3,3,3,3,140
Saint Petersburg ,2004,15767,7.27554,7.05497,1.31718,2.4599,1422,80432,2,4,4,4,302
The Godfather: Corleone's Empire ,2017,7361,7.52961,7.05397,1.32942,2.6264,182,14789,2,5,4,4,148
Downforce ,2017,12977,7.31759,7.05343,1.21273,1.7308,260,73748,2,6,3,3,219
Cloudspire ,2019,3118,8.18993,7.05317,1.61714,4.3566,272,14996,1,4,1,2,164
Die Macher ,1986,5685,7.59641,7.05261,1.57317,4.3153,777,7383,4,5,5,5,135
Endeavor ,2009,9465,7.38427,7.05037,1.22562,2.9073,755,23553,3,5,4,5,238
Sidereal Confluence ,2017,4429,7.781,7.0482,1.6257,3.5325,169,8879,4,9,6,6,112
Here I Stand ,2006,3854,7.88311,7.04587,1.76776,4.1822,516,6652,3,3,6,6,181
Schotten Totten ,1999,10762,7.35114,7.04575,1.20021,1.706,449,64746,2,2,2,2,104
Ticket to Ride: Märklin ,2006,9100,7.4118,7.04355,1.24847,2.2427,853,16544,2,5,4,4,102
King of Tokyo ,2011,68090,7.1423,7.04313,1.32549,1.4876,2744,344067,3,6,4,5,978
Smartphone Inc. ,2018,5667,7.59047,7.04077,1.21746,2.75,148,13938,3,5,5,5,107
Bruxelles 1893 ,2013,5381,7.61913,7.04041,1.24417,3.591,335,13337,2,5,4,4,124
In the Year of the Dragon ,2007,11833,7.30646,7.03998,1.35371,3.0905,961,31616,2,5,4,5,273
Tiny Towns ,2019,17904,7.24601,7.03916,1.18864,2.0633,332,82132,1,5,3,3,253
Azul: Stained Glass of Sintra ,2018,12697,7.32575,7.03878,1.18815,2,252,47646,2,4,3,3,124
London (Second Edition) ,2017,6555,7.5224,7.0384,1.1753,2.7278,180,19048,2,4,3,3,123
Arkham Horror ,2005,38934,7.24062,7.03289,1.70599,3.5822,3851,79280,1,6,4,4,1091
San Juan (Second Edition) ,2014,7125,7.46205,7.03417,1.13139,2.0824,182,22666,2,4,3,3,97
Hegemony: Lead Your Class to Victory ,2023,2313,8.50528,7.03063,1.35706,4.104,250,4714,2,4,4,4,125
Project L ,2020,7414,7.48614,7.03244,1.12913,1.5602,166,41049,1,4,2,3,100
Civilization ,1980,7446,7.49601,7.03108,1.60775,3.6477,755,5296,4,7,7,7,115
Summoner Wars (Second Edition) ,2021,2946,8.17502,7.03015,1.36209,2.5949,79,12164,2,2,2,2,38
Dice Forge ,2017,20616,7.23275,7.02876,1.23146,1.9766,428,91873,2,4,4,4,252
Codenames: Pictures ,2016,21531,7.19935,7.02604,1.27434,1.2368,304,93582,4,8,6,6,185
Nippon ,2015,4837,7.65128,7.02493,1.21328,3.7816,293,13492,2,4,4,4,87
Sword & Sorcery ,2017,4786,7.91782,7.02405,1.53464,4.1032,252,15082,1,4,1,2,148
Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures ,2016,5658,7.61324,7.02367,1.46434,2.2025,79,11389,1,4,2,2,71
Sprawlopolis ,2018,9641,7.36225,7.02344,1.15416,1.839,236,88480,1,2,1,1,220
Skull ,2011,21460,7.19571,7.02287,1.40513,1.117,547,108533,3,6,5,6,244
Firefly: The Game ,2013,11797,7.39149,7.02095,1.56397,2.9544,526,21934,1,4,3,3,227
Clash of Cultures ,2012,5697,7.57965,7.02088,1.43003,3.5978,363,11915,2,4,3,4,134
Santa Maria ,2017,6666,7.48566,7.01824,1.18824,3.0474,253,20705,1,4,3,3,153
Space Hulk (Third Edition) ,2009,7051,7.52757,7.0182,1.802,2.7862,538,10354,2,2,2,2,120
Unmatched: Robin Hood vs. Bigfoot ,2019,3559,7.94612,7.01585,1.23192,1.9286,42,5182,2,2,2,2,26
