Title,YearPublished,UsersRated,AverageRating,Baverage,StandardDeviation,AverageWeight,NumberOfWeights,NumberOfPlays,GameCategory_1,RankCategory_1,PlayerCountRecomm_min,PlayerCountRecomm_max,PlayerCountBest_min,PlayerCountBest_max,PlayerCount_votes,GameCategory_2,RankCategory_2,GameCategory_3,RankCategory_3
1812: The Invasion of Canada ,2012,2367,7.33825,6.50088,1.21315,2.185,200,4809,Strategy Games,1,2,5,2,2.0,73,Wargames,1,,
Warhammer Quest ,1995,2524,7.49185,6.50081,1.66834,2.6882,170,3423,Thematic Games,1,1,4,4,4.0,35,,,,
Fallout ,2017,7381,6.92495,6.50039,1.59595,3.0122,246,12639,Thematic Games,1,1,3,1,1.0,214,,,,
Vanuatu ,2011,2741,7.22036,6.49886,1.4482,3.303,198,5506,Strategy Games,1,3,5,4,4.0,81,,,,
Machi Koro ,2012,32012,6.60839,6.49868,1.36116,1.5249,1105,117563,Family Games,1,2,4,4,4.0,357,,,,
Las Vegas Royale ,2019,2121,7.45258,6.49831,1.14491,1.3958,48,7625,Family Games,1,3,5,4,5.0,36,,,,
Massive Darkness ,2017,4677,7.12419,6.49783,1.63834,2.5493,142,11559,Thematic Games,1,1,4,4,4.0,80,,,,
Coffee Traders ,2021,1678,7.74832,6.49736,1.37372,4.2432,148,3827,Strategy Games,1,3,5,4,5.0,79,,,,
For the People ,1998,1659,7.77875,6.49724,1.43738,3.7224,245,2481,Wargames,1,2,2,2,2.0,38,,,,
Primordial Soup ,1997,4689,6.92657,6.49637,1.32548,2.7321,474,6304,Strategy Games,1,3,4,4,4.0,70,,,,
Stick 'Em ,1993,3558,7.04547,6.49599,1.32978,1.9094,254,15275,Strategy Games,1,3,6,3,4.0,78,,,,
Whistle Stop ,2017,3489,7.07668,6.49586,1.24289,2.7654,81,8907,Strategy Games,1,2,5,4,4.0,50,,,,
La Isla ,2014,5508,6.86726,6.49583,1.16318,2.2528,269,18150,Family Games,1,2,4,4,4.0,91,Strategy Games,1,,
Circle the Wagons ,2017,3366,7.0866,6.4948,1.0801,1.6316,76,19689,Family Games,1,1,2,2,2.0,46,,,,
Legend of the Five Rings: The Card Game ,2017,2730,7.3604,6.4936,1.69117,4.0163,123,16178,Customizable Games,1,2,2,2,2.0,31,,,,
Crisis ,2016,1966,7.51348,6.49307,1.20402,3.0706,85,6242,Strategy Games,1,2,5,4,4.0,51,,,,
Flick of Faith ,2019,2341,7.37562,6.49299,1.26472,1.2258,62,13636,Family Games,1,2,4,4,4.0,47,,,,
No Retreat! The Russian Front ,2011,1662,7.75439,6.49256,1.48026,3.1319,182,3340,Wargames,1,1,2,2,2.0,39,,,,
Hansa ,2004,5139,6.88185,6.49157,1.15888,2.337,629,11876,Strategy Games,1,2,4,2,2.0,165,,,,
Caylus Magna Carta ,2007,4963,6.89358,6.4914,1.25031,2.8704,494,8958,Strategy Games,1,2,4,3,4.0,103,,,,
Blueprints ,2013,6760,6.79648,6.49112,1.12155,1.6868,265,21603,Family Games,1,2,4,4,4.0,96,,,,
Claustrophobia 1643 ,2019,1454,8.02446,6.49037,1.34376,2.6667,45,3299,Thematic Games,1,2,2,2,2.0,29,,,,
Witch's Brew ,2008,3814,7.01378,6.48819,1.24679,1.87,323,10484,Family Games,1,4,5,5,5.0,105,Strategy Games,1,,
Plague Inc.: The Board Game ,2017,3189,7.38237,6.48813,1.39995,2.15,100,7992,Strategy Games,1,1,4,4,4.0,69,,,,
Keep the Heroes Out! ,2022,1519,8.02016,6.48768,1.40125,2.375,56,8551,Thematic Games,1,1,3,2,2.0,74,,,,
Watson & Holmes ,2015,2582,7.28507,6.48733,1.38968,2.1346,52,5873,Thematic Games,1,3,7,4,5.0,36,,,,
Escape from the Aliens in Outer Space ,2010,4801,6.92946,6.48715,1.3577,1.9196,112,11929,Strategy Games,1,4,8,6,6.0,59,Thematic Games,1,,
Tiny Epic Zombies ,2018,5145,6.96907,6.48702,1.377,2.4792,96,9909,Thematic Games,1,1,5,3,3.0,60,,,,
Steam Park ,2013,5956,6.83613,6.48657,1.22425,2.1187,219,11236,Family Games,1,2,4,4,4.0,67,,,,
Rise of Augustus ,2013,8157,6.73443,6.48605,1.22806,1.634,418,43457,Family Games,1,2,6,3,4.0,113,,,,
Pathfinder Adventure Card Game: Skull & Shackles – Base Set ,2014,2643,7.29688,6.48369,1.55333,2.914,93,18569,Customizable Games,1,1,4,3,4.0,44,Thematic Games,1,,
Princes of the Renaissance ,2003,2302,7.32101,6.48257,1.4901,3.5083,242,3301,Strategy Games,1,4,6,5,5.0,55,,,,
Exit: The Game – The Sinister Mansion ,2018,2440,7.28261,6.48253,1.35592,2.5429,35,3078,Thematic Games,1,1,3,2,2.0,26,,,,
Chronicles of Crime: 1900 ,2021,1626,8.02441,6.48213,1.27963,1.7692,26,3111,Thematic Games,1,1,3,2,2.0,22,,,,
Colossal Arena ,1997,7224,6.76653,6.48137,1.23079,2.0203,739,15355,Family Games,1,2,5,3,3.0,192,Strategy Games,1,,
Fairy Tale ,2004,8856,6.70878,6.48102,1.25888,1.7668,656,40823,Family Games,1,2,5,4,4.0,162,Strategy Games,1,,
Claim ,2017,4416,6.96908,6.48035,1.18901,1.7041,98,27508,Family Games,1,2,2,2,2.0,47,,,,
Dice Throne ,2018,1881,7.67092,6.47998,1.60513,2.1304,46,19288,Family Games,1,2,4,2,2.0,43,,,,
Poker ,1810,10677,6.71863,6.47963,1.89523,2.4218,697,42975,Strategy Games,1,3,9,5,6.0,151,,,,
Kraftwagen ,2015,2553,7.23065,6.47927,1.16783,2.8276,116,6595,Strategy Games,1,2,4,4,4.0,51,,,,
Here I Stand: 500th Anniversary Edition ,2017,986,8.56708,6.4783,1.44649,4.5345,58,1177,Wargames,1,2,6,6,6.0,37,,,,
Manoeuvre ,2008,2437,7.2897,6.47812,1.39385,2.1096,292,7551,Wargames,1,2,2,2,2.0,51,,,,
Spirits of the Wild ,2018,2386,7.35089,6.47757,1.12973,1.377,61,13469,Family Games,1,2,2,2,2.0,22,,,,
Level 7 [Omega Protocol] ,2013,2125,7.43945,6.47724,1.38216,3.1818,110,2740,Strategy Games,1,2,6,5,5.0,57,Thematic Games,1,,
Cleopatra and the Society of Architects ,2006,6522,6.80022,6.47699,1.1745,2.2822,645,10972,Family Games,1,3,5,4,4.0,90,Strategy Games,1,,
Vikings Gone Wild ,2017,3610,7.12553,6.47631,1.33389,2.2419,62,8044,Strategy Games,1,2,4,3,3.0,51,,,,
GIPF ,1996,3240,7.09518,6.47603,1.33301,2.7822,225,9892,Abstract Games,1,2,2,2,2.0,37,,,,
Council of 4 ,2015,2932,7.14437,6.47594,1.2414,2.625,96,6635,Strategy Games,1,2,4,3,4.0,67,,,,
Café ,2020,2460,7.31004,6.47528,1.16407,2,71,11857,Abstract Games,1,1,4,2,2.0,55,Strategy Games,1,,
Ponzi Scheme ,2015,2852,7.15295,6.47415,1.37004,2.4308,65,6991,Strategy Games,1,3,5,4,4.0,38,,,,
Fleet ,2012,5175,6.8523,6.4724,1.27464,2.2408,245,18854,Strategy Games,1,2,4,4,4.0,80,,,,
18Chesapeake ,2020,1519,7.73545,6.47206,1.27892,3.8554,83,7180,Strategy Games,1,3,6,4,4.0,49,,,,
Castle Panic ,2009,15838,6.64741,6.47174,1.30702,1.6532,718,43746,Family Games,1,1,6,4,4.0,178,,,,
Mythos Tales ,2016,2310,7.36141,6.47111,1.38568,2.122,41,6854,Thematic Games,1,1,5,2,3.0,36,,,,
Aeon's End: Outcasts ,2020,959,8.57089,6.47082,1.28432,3,17,4122,Strategy Games,1,1,4,2,2.0,19,,,,
Odin's Ravens (Second Edition) ,2016,3855,7.00769,6.47006,1.14592,1.2,100,12862,Family Games,1,2,2,2,2.0,33,,,,
Genotype: A Mendelian Genetics Game ,2021,1902,7.51882,6.46998,1.09229,2.7969,64,5199,Strategy Games,1,1,5,3,4.0,44,,,,
Lockup: A Roll Player Tale ,2019,2174,7.37206,6.46971,1.2156,2.4,50,5600,Strategy Games,1,1,5,3,4.0,68,,,,
Paris ,2020,2488,7.27096,6.46906,1.25142,2.7778,81,5529,Family Games,1,2,4,4,4.0,58,Strategy Games,1,,
Atiwa ,2022,1808,7.56705,6.46891,1.09958,2.7222,90,6782,Strategy Games,1,1,4,3,3.0,54,,,,
Dungeon Fighter ,2011,6647,6.81092,6.46825,1.46483,1.7581,277,15920,Party Games,1,2,6,3,4.0,86,,,,
Hamburgum ,2007,3232,7.05106,6.46821,1.19139,3.0747,375,5259,Strategy Games,1,2,5,4,4.0,64,,,,
Agra ,2017,2383,7.30329,6.46777,1.44822,4.3421,266,5077,Strategy Games,1,2,4,4,4.0,78,,,,
New York 1901 ,2015,6209,6.79955,6.46704,1.18054,2.0474,211,13272,Family Games,1,2,4,4,4.0,75,,,,
Blokus Duo ,2005,5646,6.82417,6.46553,1.21354,1.6876,445,26460,Abstract Games,1,2,2,2,2.0,61,,,,
Fief: France 1429 ,2015,2249,7.43028,6.46529,1.69126,3.8176,159,3058,Strategy Games,1,4,6,5,6.0,79,,,,
Strasbourg ,2011,2700,7.15817,6.46459,1.17668,2.733,191,5568,Strategy Games,1,3,5,5,5.0,63,,,,
A Touch of Evil: The Supernatural Game ,2008,4633,6.97777,6.46416,1.52731,2.5634,355,9198,Thematic Games,1,1,6,4,4.0,121,,,,
1862: Railway Mania in the Eastern Counties ,2013,1079,8.23897,6.46336,1.4019,4.6304,92,4960,Strategy Games,1,1,6,4,4.0,54,,,,
Peloponnes ,2009,2882,7.10488,6.46189,1.25268,2.3807,218,10787,Strategy Games,1,1,5,3,4.0,69,,,,
Medieval Academy ,2014,3947,6.94124,6.46189,1.16613,1.811,127,11100,Family Games,1,3,5,4,5.0,62,,,,
Thunderbolt Apache Leader ,2012,1317,8.02185,6.46186,1.39917,3.2222,126,3543,Wargames,1,1,1,1,1.0,46,,,,
Castles of Mad King Ludwig: Collector's Edition ,2022,1020,8.39832,6.46152,1.12736,2.5714,14,3422,Strategy Games,1,1,4,3,3.0,9,,,,
Werewords Deluxe Edition ,2018,1776,7.54814,6.46102,1.29979,1.3077,26,18646,Party Games,1,4,12,6,6.0,15,,,,
Duelosaur Island ,2018,3295,7.06392,6.46016,1.29557,2.3492,63,7629,Strategy Games,1,1,2,2,2.0,49,,,,
Folklore: The Affliction ,2017,2024,7.70846,6.46011,1.64904,3.6835,79,5491,Thematic Games,1,1,5,4,4.0,44,,,,
Maximum Apocalypse ,2018,2157,7.52839,6.45994,1.3535,2.1194,67,7750,Thematic Games,1,1,5,4,4.0,60,,,,
The Initiative ,2021,1800,7.62022,6.4597,1.37123,1.9787,47,16338,Family Games,1,2,4,2,2.0,52,Thematic Games,1,,
Exit: The Game – The Sunken Treasure ,2017,3297,7.05488,6.45956,1.28944,1.8571,56,4078,Family Games,1,1,4,2,2.0,36,,,,
Carcassonne: South Seas ,2013,3398,7.0565,6.45937,1.19126,1.8844,147,12510,Family Games,1,2,4,2,3.0,50,,,,
Pictures ,2019,2541,7.21218,6.45893,1.30933,1.0172,58,9703,Family Games,1,3,5,4,5.0,39,Party Games,1,,
It's a Wonderful Kingdom ,2021,2288,7.33934,6.45883,1.28427,2.6406,64,8785,,,1,2,2,2.0,45,,,,
Hacienda ,2005,4178,6.92419,6.45845,1.21912,2.6302,484,27836,Strategy Games,1,2,5,4,4.0,79,,,,
Escape Room: The Game ,2016,4054,6.93529,6.45841,1.40513,2.2407,54,10766,Family Games,1,1,4,3,3.0,66,,,,
Arkadia ,2006,4289,6.90799,6.45809,1.16969,2.5714,504,10521,Strategy Games,1,2,4,3,3.0,93,,,,
Castell ,2018,1923,7.42705,6.45695,1.23104,3.2195,82,4506,Strategy Games,1,2,4,3,3.0,46,,,,
Street Masters ,2018,1333,7.99471,6.45625,1.50736,2.8367,49,9279,Thematic Games,1,1,3,1,2.0,72,,,,
Santiago de Cuba ,2011,4540,6.88937,6.45588,1.15087,2.1544,272,12562,Family Games,1,2,4,2,2.0,142,Strategy Games,1,,
Ninjato ,2011,2707,7.16434,6.45525,1.27259,2.7619,189,6092,Strategy Games,1,2,4,4,4.0,53,,,,
Royals ,2014,2677,7.17261,6.45516,1.19573,2.2136,103,6408,Family Games,1,2,5,4,5.0,45,Strategy Games,1,,
The Golden Ages ,2014,2348,7.26487,6.4551,1.17585,2.8984,128,5484,Strategy Games,1,2,4,4,4.0,51,,,,
Copenhagen ,2019,3683,6.9898,6.4549,1.15832,1.6849,73,18331,Family Games,1,2,4,4,4.0,29,,,,
Tussie Mussie ,2019,4018,6.95042,6.45478,1.2287,1.1293,116,21529,Family Games,1,1,4,2,2.0,93,,,,
Skulls of Sedlec ,2020,1971,7.43025,6.45471,1.02815,1.2895,38,16904,Family Games,1,1,3,2,2.0,41,,,,
Brew ,2021,3127,7.13259,6.45421,1.23136,2.322,59,6986,Strategy Games,1,2,4,3,3.0,56,,,,
Pagan: Fate of Roanoke ,2022,1220,8.10522,6.45398,1.27409,3,59,4334,Customizable Games,1,2,2,2,2.0,25,Strategy Games,1,,
Challengers! ,2022,2953,7.14194,6.45327,1.64816,1.789,109,21158,Family Games,1,2,2,4,4.0,97,Party Games,1,,
Rattus ,2010,6003,6.78168,6.45287,1.1882,2.0576,330,18843,Family Games,1,3,4,4,4.0,118,Strategy Games,1,,
Betrayal at Baldur's Gate ,2017,3847,7.09404,6.45267,1.44552,2.5645,62,6876,Thematic Games,1,3,6,5,5.0,39,,,,
Super-Skill Pinball: 4-Cade ,2020,2839,7.13583,6.45243,1.30635,2.2381,42,13339,Family Games,1,1,4,1,1.0,67,,,,
Thunderbirds ,2015,1932,7.55243,6.45238,1.33844,2.4872,78,6426,Thematic Games,1,1,4,3,3.0,29,,,,
Agropolis ,2021,1946,7.41477,6.45234,1.11971,1.7708,48,12902,Strategy Games,1,1,2,1,1.0,40,,,,
Sentient ,2017,2529,7.20106,6.4518,1.21028,2.2093,43,7280,Strategy Games,1,2,4,3,3.0,42,,,,
BattleTech ,1985,3567,7.09254,6.45161,1.60559,3.4133,375,6299,Thematic Games,1,2,6,2,2.0,50,Wargames,1,,
Dead Man's Draw: Captain Carcass ,2015,5439,6.84956,6.45104,1.28222,1.3299,197,39091,Family Games,1,2,4,4,4.0,105,,,,
Dead Man's Draw: Captain Carcass ,2015,5439,6.84956,6.45104,1.28222,1.3299,197,39091,Family Games,1,2,4,4,4.0,105,,,,
The Fox in the Forest Duet ,2020,3081,7.07994,6.4505,1.22349,1.7164,67,9397,Family Games,1,2,2,2,2.0,31,,,,
A Game of Thrones: The Card Game ,2008,6223,6.81681,6.4502,1.61899,3.2545,393,23033,Customizable Games,1,2,4,2,2.0,117,Strategy Games,1,,
Smash Up: It's Your Fault! ,2016,1960,7.49368,6.44909,1.33074,2.0455,22,1026,Family Games,1,2,2,3,,7,Strategy Games,1,,
Java ,2000,3439,7.01012,6.44888,1.30154,3.3856,376,3580,Strategy Games,1,2,4,3,3.0,61,,,,
The Thing: The Boardgame ,2022,1720,7.70888,6.44866,1.49643,2.9559,68,4358,Thematic Games,1,5,8,7,8.0,77,,,,
The Magic Labyrinth ,2009,5879,6.81905,6.44849,1.21058,1.2206,204,23302,Children's Games,1,2,4,3,4.0,56,Family Games,1,,
Zombie Teenz Evolution ,2020,1543,7.72075,6.44847,1.28785,1.4483,29,20598,Family Games,1,2,4,3,4.0,23,,,,
Maglev Metro ,2021,2310,7.27365,6.44845,1.24578,2.7818,55,6655,Strategy Games,1,2,4,3,3.0,51,,,,
Dungeon Twister ,2004,5999,6.80718,6.44824,1.51713,2.8867,697,9890,Strategy Games,1,2,2,2,2.0,64,,,,
Back to the Future: Back in Time ,2020,2561,7.2657,6.44789,1.26928,2.381,63,5689,Thematic Games,1,1,4,2,2.0,48,,,,
Ultimate Werewolf: Ultimate Edition ,2008,4033,6.97909,6.44782,1.75167,1.4877,162,20342,Party Games,1,8,25,11,16.0,46,,,,
Rise of Tribes ,2018,2971,7.14334,6.44754,1.28983,2.177,113,7711,Strategy Games,1,2,4,3,4.0,59,,,,
Elfenland ,1998,8799,6.68415,6.44738,1.25362,2.1547,711,15369,Family Games,1,3,6,4,4.0,111,,,,
Dale of Merchants 2 ,2016,2292,7.30623,6.44644,1.26122,2.0588,51,3387,Family Games,1,2,4,2,3.0,31,Strategy Games,1,,
Mission: Red Planet ,2005,4229,6.88561,6.44619,1.25252,2.3178,365,7716,Strategy Games,1,3,5,4,5.0,57,,,,
The Werewolves of Miller's Hollow ,2001,11394,6.6944,6.44594,1.68893,1.3126,659,39328,Party Games,1,8,18,11,15.0,119,,,,
Ulm ,2016,3269,7.02386,6.44568,1.1638,2.6961,102,9250,Strategy Games,1,2,4,3,3.0,69,,,,
Cahoots ,2018,2746,7.14524,6.4456,1.08497,1.1,70,44830,Family Games,1,1,4,2,2.0,54,,,,
Legacy of Yu ,2023,1061,8.29558,6.44478,1.10922,2.8448,58,8166,Strategy Games,1,1,1,1,1.0,31,Thematic Games,1,,
Carcassonne: Winter Edition ,2012,1883,7.49165,6.44421,1.2917,1.8108,74,6461,Family Games,1,2,5,2,2.0,31,,,,
Hostage Negotiator ,2015,5642,6.81284,6.44351,1.40529,2.0158,190,34760,Thematic Games,1,1,1,1,1.0,86,,,,
Ubongo ,2003,9124,6.68876,6.44307,1.30118,1.5089,503,30830,Abstract Games,1,2,4,4,4.0,94,Family Games,1,,
Liberty or Death: The American Insurrection ,2016,1465,7.79167,6.443,1.39833,4.084,131,2530,Wargames,1,1,4,4,4.0,54,,,,
Viceroy ,2014,5551,6.79448,6.44292,1.29105,2.6404,228,13240,Strategy Games,1,2,4,3,3.0,95,,,,
"The Hunters: German U-Boats at War, 1939-43 ",2013,1726,7.72724,6.4424,1.45832,2.5429,175,4868,Wargames,1,1,1,1,1.0,61,,,,
Coloma ,2019,2033,7.36578,6.44202,1.19628,2.961,77,4403,Strategy Games,1,1,6,4,4.0,53,,,,
Sherlock Holmes Consulting Detective: The Baker Street Irregulars ,2020,1050,8.32916,6.44107,1.31408,2.2222,18,2842,Thematic Games,1,1,3,2,2.0,23,,,,
Keythedral ,2002,3007,7.04767,6.44073,1.21373,2.852,392,4804,Strategy Games,1,2,5,4,4.0,52,,,,
Qwinto ,2015,3351,7.00266,6.43954,1.08542,1.3222,90,34770,Family Games,1,2,5,3,4.0,38,,,,
Bad Company ,2021,2096,7.35429,6.43948,1.16014,1.9149,47,6891,Family Games,1,1,6,3,4.0,50,,,,
Ghost Blitz ,2010,8878,6.71024,6.43881,1.34465,1.145,338,32751,Family Games,1,2,7,4,5.0,84,,,,
Timeline: Inventions ,2010,8202,6.69508,6.43865,1.17763,1.0979,337,32644,Family Games,1,2,8,4,4.0,77,,,,
Trains: Rising Sun ,2014,1856,7.43103,6.43762,1.2435,2.4355,62,3901,Strategy Games,1,2,4,4,4.0,16,,,,
Hellboy: The Board Game ,2019,1825,7.8081,6.43742,1.41372,2.9385,65,4519,Thematic Games,1,1,4,4,4.0,37,,,,
Guildhall ,2012,4115,6.8922,6.43689,1.24504,2.0673,223,16157,Family Games,1,2,4,2,2.0,86,Strategy Games,1,,
Merchant of Venus ,1988,2752,7.14383,6.43668,1.52207,2.8357,280,5880,Strategy Games,1,2,5,3,4.0,83,,,,
Axis & Allies: Europe 1940 ,2010,2182,7.56694,6.43645,1.65044,3.5035,141,2154,Wargames,1,2,5,4,4.0,85,,,,
Medina ,2001,3170,7.01536,6.43632,1.2697,2.7818,275,4761,Abstract Games,1,3,4,4,4.0,48,Strategy Games,1,,
Rialto ,2013,4000,6.89853,6.43568,1.173,2.5522,268,8501,Strategy Games,1,2,5,4,4.0,89,,,,
Carnival of Monsters ,2019,2482,7.26304,6.43531,1.27287,2.1385,65,11076,Family Games,1,3,5,4,4.0,57,,,,
Evergreen ,2022,1758,7.51131,6.43395,1.09964,2.102,49,7860,Family Games,1,1,4,2,2.0,43,,,,
Evo ,2001,4467,6.86711,6.43394,1.19911,2.343,446,6467,Family Games,1,3,5,4,5.0,48,Strategy Games,1,,
Planet Steam ,2008,2868,7.10269,6.43348,1.44339,3.7565,230,4524,Strategy Games,1,2,5,4,4.0,70,,,,
Liberté ,1998,2703,7.11755,6.43323,1.36295,3.3033,300,4364,Strategy Games,1,3,6,4,4.0,74,,,,
One Deck Dungeon: Forest of Shadows ,2017,2968,7.12491,6.43221,1.28767,2.3333,54,7258,Family Games,1,1,2,1,1.0,49,Thematic Games,1,,
Cartagena ,2000,7854,6.68467,6.43098,1.19293,1.6032,761,28888,Family Games,1,2,5,3,3.0,115,,,,
UBOOT: The Board Game ,2019,1997,7.62081,6.43077,1.79757,4.1338,142,3461,Thematic Games,1,1,4,4,4.0,81,Wargames,1,,
Saboteur ,2004,31137,6.55054,6.43059,1.2978,1.3202,1552,85057,Family Games,1,5,10,7,8.0,366,Party Games,1,,
The Captain Is Dead ,2014,3171,7.08499,6.43056,1.35151,2.375,88,8542,Strategy Games,1,3,7,4,5.0,43,Thematic Games,1,,
Hoplomachus: Victorum ,2023,962,8.59997,6.42977,1.35089,3.4912,57,5511,Strategy Games,1,1,1,1,1.0,34,,,,
TransAmerica ,2001,8141,6.68002,6.4285,1.31506,1.3473,835,39166,Family Games,1,3,6,4,6.0,138,,,,
SHŌBU ,2019,1738,7.53515,6.42816,1.23891,1.8372,43,7380,Abstract Games,1,2,2,2,2.0,17,,,,
Sylvion ,2015,3028,7.06666,6.42692,1.2735,2.055,109,12338,Strategy Games,1,1,2,1,1.0,64,,,,
Dark Moon ,2011,3379,6.99004,6.42649,1.39642,2.3828,128,8796,Thematic Games,1,4,7,5,5.0,63,,,,
Stardew Valley: The Board Game ,2021,2448,7.37202,6.42599,1.55516,2.7143,77,5870,Thematic Games,1,1,3,2,2.0,73,,,,
New Angeles ,2016,3115,7.07387,6.42587,1.63838,3.2292,96,3924,Strategy Games,1,4,6,6,6.0,82,,,,
Fearsome Floors ,2003,8163,6.67445,6.42545,1.23123,1.8185,672,22752,Family Games,1,2,7,5,5.0,136,,,,
Habitats ,2016,1879,7.37981,6.42513,1.16113,2.1667,36,11832,Family Games,1,2,5,3,3.0,40,Strategy Games,1,,
Lands of Galzyr ,2022,1145,8.24912,6.42469,1.42414,1.56,50,4062,Thematic Games,1,1,3,2,2.0,65,,,,
Wild Space ,2020,2353,7.21897,6.42412,1.1039,2.0676,74,13086,Family Games,1,1,4,2,3.0,72,,,,
Similo ,2019,4742,6.82698,6.42349,1.23534,1.0396,101,78739,Family Games,1,2,6,3,4.0,67,,,,
Riftforce ,2021,2119,7.34178,6.42325,1.22509,2.1379,58,8126,Customizable Games,1,2,2,2,2.0,28,,,,
Floriferous ,2021,1694,7.52904,6.42238,1.06749,1.6571,35,9230,Family Games,1,1,4,3,3.0,24,,,,
Imhotep: The Duel ,2018,2782,7.09264,6.42236,1.1179,1.9649,57,9415,Family Games,1,2,2,2,2.0,20,Strategy Games,1,,
Encyclopedia ,2022,1856,7.49131,6.42124,1.34308,3.051,98,5275,Strategy Games,1,1,4,3,3.0,63,,,,
Pavlov's House ,2018,1309,7.9298,6.42088,1.18982,2.7324,71,3674,Wargames,1,1,2,1,1.0,44,,,,
V-Sabotage ,2016,1649,7.73372,6.42086,1.37617,2.6923,65,5268,Thematic Games,1,1,4,1,1.0,61,Wargames,1,,
Deep Madness ,2018,1914,7.85575,6.42083,1.72723,3.425,80,3623,Thematic Games,1,1,6,3,3.0,44,,,,
Rallyman ,2009,2497,7.19294,6.42061,1.40188,2.1619,210,10018,Family Games,1,1,4,3,4.0,70,Thematic Games,1,,
Catacombs ,2010,2954,7.06138,6.41996,1.37035,1.9565,207,6188,Thematic Games,1,2,5,2,2.0,73,,,,
Fog of Love ,2017,7465,6.70595,6.41744,1.66533,2.2362,127,10805,Thematic Games,1,2,2,2,2.0,75,,,,
KeyForge: Age of Ascension ,2019,2439,7.23503,6.41581,1.54304,2.7105,38,11235,Customizable Games,1,2,2,2,2.0,13,,,,
Roll Camera!: The Filmmaking Board Game ,2021,1687,7.56056,6.41517,1.23648,2.2321,56,4392,Thematic Games,1,1,4,3,3.0,49,,,,
Mariposas ,2020,4651,6.83367,6.41506,1.32367,2.1714,140,11405,Family Games,1,2,5,3,4.0,77,,,,
Mini Rogue ,2021,1726,7.61861,6.41489,1.24007,2.0192,52,7781,Thematic Games,1,1,2,1,1.0,50,,,,
Gutenberg ,2021,1893,7.39052,6.41453,1.13807,2.7024,84,4560,Strategy Games,1,2,4,3,3.0,38,,,,
The Castles of Burgundy: The Dice Game ,2017,3916,6.88752,6.41451,1.26776,1.8919,74,27898,Family Games,1,1,5,1,2.0,53,,,,
Fire & Axe: A Viking Saga ,2004,3164,6.99708,6.41299,1.34293,2.6719,317,5367,Strategy Games,1,3,5,4,5.0,65,,,,
Vagrantsong ,2022,1569,7.67456,6.41294,1.43484,3.2388,67,6124,Strategy Games,1,1,3,2,2.0,47,Thematic Games,1,,
Perseverance: Castaway Chronicles – Episodes 1 & 2 ,2022,1426,7.79809,6.41253,1.5251,4.2692,104,4785,Strategy Games,1,1,4,3,3.0,44,,,,
Heroes of Normandie ,2014,2117,7.45146,6.41182,1.51481,2.7483,143,4551,Wargames,1,2,2,2,2.0,28,,,,
Unlock!: Mythic Adventures ,2020,1358,7.72402,6.41139,1.23563,2.1429,14,5016,Family Games,1,1,4,2,2.0,12,Thematic Games,1,,
Warsaw: City of Ruins ,2016,2004,7.32354,6.41128,1.10629,2.2321,56,6169,Strategy Games,1,2,4,4,4.0,39,,,,
Wings of War: Famous Aces ,2004,4726,6.85695,6.41076,1.35812,1.7356,522,9315,Thematic Games,1,2,4,4,4.0,44,Wargames,1,,
Starship Catan ,2001,4462,6.84059,6.41051,1.32839,2.4634,382,6695,Strategy Games,1,2,2,2,2.0,34,,,,
Edge of Darkness ,2019,1754,7.5049,6.41036,1.56695,3.4333,90,5095,Strategy Games,1,1,4,3,3.0,81,,,,
Keyper ,2017,2061,7.26933,6.41011,1.28742,3.5645,62,4720,Strategy Games,1,2,4,3,3.0,53,,,,
Star Wars: Unlock! ,2020,2650,7.07915,6.40913,1.27945,1.8182,33,9061,Thematic Games,1,1,3,2,2.0,24,,,,
Yukon Airways ,2019,1960,7.34451,6.40882,1.06736,2.7708,96,5176,Strategy Games,1,1,4,3,3.0,50,,,,
Calimala ,2017,2238,7.20232,6.40849,1.21216,2.7857,70,5954,Strategy Games,1,3,5,4,4.0,57,,,,
Battle Line: Medieval ,2017,1481,7.65261,6.40844,1.14617,1.8857,35,7013,Strategy Games,1,2,2,2,2.0,15,,,,
Star Trek: Catan ,2012,3631,6.9868,6.40792,1.37404,2.3485,132,4756,Family Games,1,3,4,4,4.0,21,Strategy Games,1,,
Eat Poop You Cat ,0,1681,7.46654,6.40764,1.76551,1.1102,118,5946,Party Games,1,5,13,7,7.0,51,,,,
Museum ,2019,2525,7.18998,6.40713,1.46869,2.5517,58,7122,Family Games,1,2,4,4,4.0,47,,,,
Unearth ,2017,4915,6.84924,6.40671,1.32044,1.9515,103,12912,Family Games,1,2,4,3,3.0,62,,,,
Conflict of Heroes: Storms of Steel! – Kursk 1943 ,2009,1480,7.69269,6.40616,1.50734,3.0949,158,2998,Wargames,1,1,4,2,2.0,31,,,,
Kahuna ,1998,9556,6.61188,6.40601,1.2666,2.0524,572,20063,Abstract Games,1,2,2,2,2.0,61,,,,
Mystery Rummy: Jack the Ripper ,1998,3489,6.94827,6.40495,1.32202,1.7483,298,14871,Family Games,1,2,4,2,2.0,77,Strategy Games,1,,
CloudAge ,2020,2141,7.26823,6.40473,1.24263,2.8247,97,7355,Strategy Games,1,1,4,3,3.0,70,,,,
The Starfarers of Catan ,1999,5288,6.80073,6.4036,1.44383,2.5799,438,5645,Family Games,1,3,4,4,4.0,45,Strategy Games,1,,
